Year,Round,Pick,Player,College,Games,Minutes Played,PTS,TRB,AST,FG%,3P%,FT%,Minutes Played per game,PTS per game,TBR per game,AST per game,WS,Team
1954,2,18,Al Bianchi,Bowling Green,687,13649,5550,1722,1497,0.374,0.0,0.707,19.9,8.1,2.5,2.2,8.2,LAL
1954,9,80,Dick Garmaker,Minnesota,421,12155,5597,1748,1114,0.403,0.0,0.787,28.9,13.3,4.2,2.6,25.6,LAL
1953,1,9,Jim Fritsche,Hamline University,84,1372,326,249,77,0.309,0.0,0.738,16.3,3.9,3.0,0.9,-1.6,LAL
1953,2,18,Ron Feiereisel,DePaul,10,59,30,6,6,0.286,0.0,0.875,5.9,3.0,0.6,0.6,0.0,LAL
1952,1,10,Clyde Lovellette,Kansas,704,19075,11947,6663,1097,0.443,0.0,0.757,27.1,17.0,9.5,1.6,70.6,LAL
1951,1,10,Whitey Skoog,Minnesota,341,9193,2800,1133,903,0.388,0.0,0.799,27.0,8.2,3.3,2.6,14.3,LAL
1951,2,20,Lew Hitch,Kansas State,414,8364,2075,2183,499,0.376,0.0,0.674,20.2,5.0,5.3,1.2,15.1,LAL
1950,1,11,Kevin O'Shea,Notre Dame,174,2368,911,402,358,0.337,0.0,0.68,21.3,5.2,2.3,2.1,3.8,LAL
1950,4,47,Bud Grant,Minnesota,96,0,249,115,90,0.318,0.0,0.59,0.0,2.6,1.9,0.9,1.1,LAL
1950,5,59,Ed Beach,West Virginia,12,0,22,25,3,0.211,0.0,0.667,0.0,1.8,2.1,0.3,-0.3,LAL
1950,7,83,Joe Hutton,Hamline University,120,723,302,187,115,0.331,0.0,0.69,12.1,2.5,1.6,1.0,2.2,LAL
2023,1,25,Marcus Sasser,Houston,71,1351,586,125,236,0.428,0.375,0.879,19.0,8.3,1.8,3.3,0.9,MEM
2023,2,45,Gregory Jackson,South Carolina,48,1233,699,196,59,0.428,0.357,0.752,25.7,14.6,4.1,1.2,1.2,MEM
2022,1,22,Walker Kessler,Auburn,138,3196,1197,1101,129,0.69,0.227,0.548,23.2,8.7,8.0,0.9,11.2,MEM
2022,1,29,TyTy Washington,Kentucky,42,489,159,50,52,0.356,0.244,0.556,11.6,3.8,1.2,1.2,-0.2,MEM
2022,2,47,Vince Williams,VCU,67,1541,551,305,179,0.432,0.35,0.803,23.0,8.2,4.6,2.7,2.7,MEM
2021,1,17,Trey Murphy,Virginia,198,5002,2324,708,274,0.454,0.392,0.867,25.3,11.7,3.6,1.4,14.9,MEM
2021,2,51,Brandon Boston Jr.,Kentucky,105,1353,653,193,84,0.396,0.313,0.776,12.9,6.2,1.8,0.8,0.3,MEM
2020,2,40,Robert Woodard,Mississippi State,25,87,27,27,5,0.278,0.2,0.5,3.5,1.1,1.1,0.2,-0.1,MEM
2019,1,2,Ja Morant,Murray State,257,8282,5783,1243,1903,0.472,0.318,0.755,32.2,22.5,4.8,7.4,20.5,MEM
2018,1,4,Jaren Jackson,Michigan State,333,9432,5877,1841,454,0.46,0.345,0.795,28.3,17.6,5.5,1.4,22.4,MEM
2018,2,32,Jevon Carter,West Virginia,376,5958,1992,648,611,0.396,0.383,0.798,15.8,5.3,1.7,1.6,8.2,MEM
2016,1,17,Wade Baldwin,Vanderbilt,56,579,174,69,78,0.355,0.25,0.776,10.3,3.1,1.2,1.4,-0.3,MEM
2015,1,25,Jarell Martin,LSU,184,2927,998,639,114,0.434,0.346,0.766,15.9,5.4,3.5,0.6,3.2,MEM
2014,1,22,Jordan Adams,UCLA,32,263,101,30,19,0.402,0.385,0.607,8.2,3.2,0.9,0.6,0.4,MEM
2013,2,41,Jamaal Franklin,San Diego State,24,174,42,25,9,0.415,0.462,1.0,7.3,1.8,1.0,0.4,0.0,MEM
2013,2,55,Joffrey Lauvergne,Out US,208,2823,1159,789,180,0.479,0.285,0.719,13.6,5.6,3.8,0.9,5.2,MEM
2012,1,25,Tony Wroten,Washington,145,3076,1604,363,437,0.413,0.231,0.647,21.2,11.1,2.5,3.0,-1.3,MEM
2011,2,49,Josh Selby,Kansas,38,296,83,20,34,0.33,0.143,0.72,7.8,2.2,0.5,0.9,-0.7,MEM
2010,1,12,Xavier Henry,Kansas,185,2905,1050,351,120,0.406,0.325,0.635,15.7,5.7,1.9,0.6,0.8,MEM
2010,1,25,Dominique Jones,South Florida,80,741,246,114,144,0.366,0.095,0.729,9.3,3.1,1.4,1.8,0.3,MEM
2010,1,28,Greivis Vásquez,Maryland,401,9520,3591,1021,1935,0.418,0.349,0.817,23.7,9.0,2.5,4.8,12.6,MEM
2009,1,2,Hasheem Thabeet,UConn,224,2357,483,595,27,0.567,0.0,0.578,10.5,2.2,2.7,0.1,4.8,MEM
2009,1,27,DeMarre Carroll,Missouri,578,13675,5150,2454,726,0.43,0.358,0.741,23.7,8.9,4.2,1.3,29.5,MEM
2009,2,36,Sam Young,Pitt,249,3966,1436,573,180,0.442,0.28,0.742,15.9,5.8,2.3,0.7,5.2,MEM
2008,1,5,Kevin Love,UCLA,929,27254,15299,9403,2151,0.439,0.369,0.829,29.3,16.5,10.1,2.3,94.5,MEM
2008,1,28,Donté Greene,Syracuse,253,4259,1541,600,183,0.406,0.304,0.701,16.8,6.1,2.4,0.7,1.5,MEM
2007,1,4,Mike Conley,Ohio State,1101,34841,15888,3272,6306,0.439,0.387,0.823,31.6,14.4,3.0,5.7,100.5,MEM
2006,1,24,Kyle Lowry,Villanova,1138,36021,16218,4894,7003,0.424,0.368,0.815,31.7,14.3,4.3,6.2,111.6,MEM
2005,1,19,Hakim Warrick,Syracuse,526,10624,4947,2117,400,0.49,0.191,0.726,20.2,9.4,4.0,0.8,20.4,MEM
2003,1,13,Marcus Banks,UNLV,348,5571,2061,519,728,0.432,0.327,0.768,16.0,5.9,1.5,2.1,6.6,MEM
2003,1,27,Kendrick Perkins,Out US,782,17162,4214,4532,813,0.53,0.0,0.594,21.9,5.4,5.8,1.0,27.9,MEM
2002,1,4,Drew Gooden,Kansas,790,20127,8653,5618,896,0.462,0.257,0.76,25.5,11.0,7.1,1.1,43.9,MEM
2002,2,32,Robert Archibald,Illinois,44,328,51,69,16,0.283,0.0,0.429,7.5,1.2,1.6,0.4,0.0,MEM
2002,2,46,Matt Barnes,UCLA,929,21967,7589,4281,1691,0.436,0.335,0.745,23.6,8.2,4.6,1.8,42.8,MEM
2001,1,6,Shane Battier,Duke,977,30004,8408,4082,1717,0.437,0.384,0.743,30.7,8.6,4.2,1.8,75.7,MEM
2001,1,27,Jamaal Tinsley,Iowa State,547,14443,4652,1605,3330,0.393,0.299,0.716,26.4,8.5,2.9,6.1,17.2,MEM
2001,2,33,Will Solomon,Clemson,115,1584,584,132,225,0.378,0.298,0.692,13.8,5.1,1.1,2.0,0.0,MEM
2001,2,48,Antonis Fotsis,Out US,28,320,108,62,10,0.404,0.304,0.85,11.4,3.9,2.2,0.4,0.1,MEM
2000,1,2,Stromile Swift,LSU,547,10804,4582,2535,275,0.473,0.074,0.699,19.8,8.4,4.6,0.5,21.3,MEM
1999,1,2,Steve Francis,Maryland,576,21632,10446,3215,3473,0.429,0.341,0.797,37.6,18.1,5.6,6.0,54.1,MEM
1999,2,37,Obinna Ekezie,Maryland,143,1516,510,383,31,0.423,0.0,0.72,10.6,3.6,2.7,0.2,1.7,MEM
1998,1,2,Mike Bibby,Arizona,1001,33962,14698,3103,5517,0.436,0.379,0.802,33.9,14.7,3.1,5.5,73.2,MEM
1998,2,56,J.R. Henderson,UCLA,30,331,97,47,22,0.365,0.4,0.556,11.0,3.2,1.6,0.7,-0.2,MEM
1997,1,4,Antonio Daniels,Bowling Green,872,19671,6623,1613,2934,0.444,0.311,0.793,22.6,7.6,1.8,3.4,47.0,MEM
1996,1,3,Shareef Abdur-Rahim,California,830,28882,15028,6239,2109,0.472,0.297,0.81,34.8,18.1,7.5,2.5,71.2,MEM
1996,1,22,Roy Rogers,Alabama,137,2309,652,483,57,0.483,0.5,0.532,16.9,4.8,3.5,0.4,1.7,MEM
1996,2,51,Chris Robinson,Western Kentucky,76,1095,350,117,104,0.376,0.374,0.571,14.4,4.6,1.5,1.4,-0.1,MEM
1995,1,6,Bryant Reeves,Oklahoma State,395,12071,4945,2745,623,0.475,0.074,0.703,30.6,12.5,6.9,1.6,13.0,MEM
1995,2,36,Lawrence Moten,Syracuse,119,1814,747,181,182,0.408,0.299,0.652,15.2,6.3,1.5,1.5,0.0,MEM
2023,1,18,Jaime Jaquez,UCLA,75,2113,889,285,195,0.489,0.322,0.811,28.2,11.9,3.8,2.6,4.0,MIA
2022,1,27,Nikola Jovic,Out US,61,1100,434,223,100,0.443,0.369,0.773,18.0,7.1,3.7,1.6,2.1,MIA
2020,1,20,Precious Achiuwa,Memphis,263,5226,2041,1496,258,0.481,0.307,0.608,19.9,7.8,5.7,1.0,9.5,MIA
2019,1,13,Tyler Herro,Kentucky,284,9038,5147,1403,1036,0.44,0.385,0.872,31.8,18.1,4.9,3.6,12.5,MIA
2019,2,44,Bol Bol,Oregon,166,2302,999,605,104,0.55,0.327,0.745,13.9,6.0,3.6,0.6,4.1,MIA
2017,1,14,Bam Adebayo,Kentucky,489,14680,7513,4275,1707,0.547,0.221,0.755,30.0,15.4,8.7,3.5,50.1,MIA
2015,1,10,Justise Winslow,Duke,344,8906,2829,1760,889,0.412,0.315,0.638,25.9,8.2,5.1,2.6,8.2,MIA
2015,2,40,Josh Richardson,Tennessee,546,15665,6349,1673,1451,0.429,0.364,0.846,28.7,11.6,3.1,2.7,27.7,MIA
2014,1,26,P.J. Hairston,UNC,111,2000,664,266,59,0.343,0.295,0.81,18.0,6.0,2.4,0.5,0.9,MIA
2014,2,55,Semaj Christon,Xavier,64,973,183,87,130,0.345,0.19,0.548,15.2,2.9,1.4,2.0,0.1,MIA
2012,1,27,Arnett Moultrie,Mississippi State,59,729,210,180,12,0.547,0.0,0.667,12.4,3.6,3.1,0.2,1.7,MIA
2011,2,31,Bojan Bogdanović,Out US,719,20890,11184,2559,1194,0.46,0.394,0.859,29.1,15.6,3.6,1.7,37.6,MIA
2010,2,32,Dexter Pittman,Texas,50,347,116,89,9,0.45,0.0,0.545,6.9,2.3,1.8,0.2,0.5,MIA
2010,2,41,Jarvis Varnado,Mississippi State,37,397,107,72,16,0.582,0.0,0.518,10.7,2.9,1.9,0.4,0.7,MIA
2009,2,43,Marcus Thornton,LSU,483,11299,5750,1348,677,0.425,0.358,0.83,23.4,11.9,2.8,1.4,20.0,MIA
2008,1,2,Michael Beasley,Kansas State,609,13903,7568,2861,788,0.465,0.349,0.759,22.8,12.4,4.7,1.3,15.6,MIA
2008,2,52,Darnell Jackson,Kansas,138,1039,308,203,26,0.449,0.235,0.644,7.5,2.2,1.5,0.2,1.3,MIA
2007,1,20,Jason Smith,Colorado State,616,10029,3777,2075,453,0.468,0.333,0.783,16.3,6.1,3.4,0.7,14.1,MIA
2005,1,29,Wayne Simien,Kansas,51,507,169,99,11,0.469,0.0,0.854,9.9,3.3,1.9,0.2,0.9,MIA
2004,1,19,Dorell Wright,Out US,549,12280,4597,2093,850,0.424,0.365,0.806,22.4,8.4,3.8,1.5,25.9,MIA
2004,2,47,Pape Sow,Cal State Fullerton,76,879,219,214,12,0.416,0.0,0.678,11.6,2.9,2.8,0.2,0.8,MIA
2004,2,53,Matt Freije,Vanderbilt,42,588,133,85,27,0.293,0.224,0.714,14.0,3.2,2.0,0.6,-0.6,MIA
2003,1,5,Dwyane Wade,Marquette,1054,35773,23165,4933,5701,0.48,0.293,0.765,33.9,22.0,4.7,5.4,120.7,MIA
2003,2,33,Jerome Beasley,University of North Dakota,2,5,2,1,0,0.333,0.0,0.0,2.5,1.0,0.5,0.0,0.0,MIA
2002,1,10,Caron Butler,UConn,881,28333,12430,4387,2007,0.434,0.348,0.847,32.2,14.1,5.0,2.3,50.9,MIA
2002,2,53,Rasual Butler,La Salle,809,17219,6092,1934,658,0.403,0.362,0.747,21.3,7.5,2.4,0.8,20.8,MIA
2001,2,49,Ken Johnson,Ohio State,16,156,32,32,0,0.405,0.0,0.333,9.8,2.0,2.0,0.0,0.0,MIA
2000,2,37,Eddie House,Arizona State,717,12405,5356,1223,1112,0.409,0.39,0.851,17.3,7.5,1.7,1.6,20.0,MIA
2000,2,52,Ernest Brown,Indian Hills Community College,3,21,3,6,0,0.167,0.0,0.25,7.0,1.0,2.0,0.0,-0.2,MIA
1999,1,25,Tim James,Miami (FL),43,261,68,46,11,0.329,0.333,0.652,6.1,1.6,1.1,0.3,0.0,MIA
1999,2,53,Rodney Buford,Creighton,230,4182,1472,598,179,0.412,0.3,0.758,18.2,6.4,2.6,0.8,2.9,MIA
1997,1,26,Charles Smith,New Mexico,142,1973,729,200,124,0.409,0.288,0.606,13.9,5.1,1.4,0.9,1.5,MIA
1995,1,10,Kurt Thomas,TCU,1110,27160,8973,7328,1204,0.486,0.281,0.76,24.5,8.1,6.6,1.1,64.2,MIA
1994,1,12,Khalid Reeves,Arizona,277,5837,2167,580,886,0.416,0.363,0.744,21.1,7.8,2.1,3.2,8.4,MIA
1994,2,40,Jeff Webster,Oklahoma,11,58,18,7,3,0.348,0.333,0.0,5.3,1.6,0.6,0.3,0.0,MIA
1993,2,35,Ed Stokes,Arizona,4,17,3,4,1,0.333,0.0,0.5,4.3,0.8,1.0,0.3,0.0,MIA
1992,1,12,Harold Miner,USC,200,3748,1801,432,245,0.46,0.311,0.785,18.7,9.0,2.2,1.2,4.2,MIA
1992,2,37,Isaiah Morris,Arkansas,25,102,55,12,4,0.456,0.0,0.75,4.1,2.2,0.5,0.2,0.0,MIA
1992,2,42,Matt Geiger,Georgia Tech,552,12221,5059,3158,388,0.499,0.232,0.728,22.1,9.2,5.7,0.7,28.4,MIA
1991,1,5,Steve Smith,Michigan State,942,28855,13430,3060,2922,0.44,0.358,0.845,30.6,14.3,3.2,3.1,83.7,MIA
1990,1,9,Willie Burton,Minnesota,316,6666,3243,932,393,0.424,0.345,0.786,21.1,10.3,2.9,1.2,9.1,MIA
1990,1,15,Dave Jamerson,Ohio University,90,594,306,77,61,0.392,0.277,0.86,6.6,3.4,0.9,0.7,0.2,MIA
1990,2,30,Carl Herrera,Houston,465,8042,2481,1690,261,0.476,0.143,0.643,17.3,5.3,3.6,0.6,9.0,MIA
1989,1,4,Glen Rice,Michigan,1000,34985,18336,4387,2097,0.456,0.4,0.846,35.0,18.3,4.4,2.1,88.7,MIA
1989,2,28,Sherman Douglas,Syracuse,765,21148,8425,1672,4536,0.484,0.267,0.678,27.6,11.0,2.2,5.9,32.9,MIA
1989,2,45,Scott Haffner,University of Evansville,50,609,213,55,89,0.403,0.13,0.667,12.2,4.3,1.1,1.8,-0.1,MIA
1988,1,9,Rony Seikaly,Syracuse,678,21395,9991,6424,860,0.484,0.188,0.679,31.6,14.7,9.5,1.3,37.3,MIA
1988,1,20,Kevin Edwards,DePaul,604,15332,6596,1653,1609,0.423,0.335,0.803,25.4,10.9,2.7,2.7,12.5,MIA
1988,2,33,Grant Long,Eastern Michigan,1003,28514,9518,6154,1716,0.467,0.283,0.761,28.4,9.5,6.1,1.7,60.1,MIA
1988,2,35,Sylvester Gray,Memphis,55,1220,440,286,117,0.42,0.25,0.673,22.2,8.0,5.2,2.1,0.7,MIA
1988,2,40,Orlando Graham,Auburn University at Montgomery,7,22,8,11,0,0.3,0.0,0.5,3.1,1.1,1.6,0.0,0.0,MIA
1988,3,59,Nate Johnston,University of Tampa,21,87,46,23,1,0.375,0.25,0.692,4.1,2.2,1.1,0.0,0.1,MIA
2023,2,58,Chris Livingston,Kentucky,21,90,26,21,5,0.5,0.2,0.75,4.3,1.2,1.0,0.2,0.1,MIL
2022,1,24,MarJon Beauchamp,Out US,100,1309,477,214,66,0.433,0.355,0.708,13.1,4.8,2.1,0.7,1.1,MIL
2021,2,31,Isaiah Todd,Out US,18,135,29,24,8,0.222,0.192,0.5,7.5,1.6,1.3,0.4,-0.3,MIL
2020,1,24,R.J. Hampton,Out US,170,3116,1155,466,307,0.408,0.338,0.679,18.3,6.8,2.7,1.8,0.8,MIL
2020,2,45,Jordan Nwora,Louisville,206,3359,1564,659,216,0.433,0.376,0.807,16.3,7.6,3.2,1.0,3.0,MIL
2019,1,30,Kevin Porter,USC,196,5928,3008,842,987,0.431,0.357,0.725,30.2,15.3,4.3,5.0,4.0,MIL
2018,1,17,Donte DiVincenzo,Villanova,354,9004,3746,1555,974,0.428,0.376,0.771,25.4,10.6,4.4,2.8,20.0,MIL
2017,1,17,D.J. Wilson,Michigan,148,1818,657,454,110,0.422,0.331,0.618,12.3,4.4,3.1,0.7,2.9,MIL
2017,2,48,Sindarius Thornwell,South Carolina,160,1721,401,206,111,0.407,0.34,0.672,10.8,2.5,1.3,0.7,1.1,MIL
2016,1,10,Thon Maker,Out US,263,3624,1216,726,161,0.435,0.327,0.68,13.8,4.6,2.8,0.6,6.6,MIL
2016,2,36,Malcolm Brogdon,Virginia,439,12917,6772,1826,2058,0.464,0.391,0.873,29.4,15.4,4.2,4.7,32.6,MIL
2016,2,38,Patrick McCaw,UNLV,199,3373,760,319,270,0.42,0.305,0.785,16.9,3.8,1.6,1.4,4.4,MIL
2015,1,17,Rashad Vaughn,UNLV,139,1671,423,158,75,0.337,0.313,0.692,12.0,3.0,1.1,0.5,-0.6,MIL
2015,2,46,Norman Powell,UCLA,557,12980,6851,1458,816,0.468,0.394,0.828,23.3,12.3,2.6,1.5,27.1,MIL
2014,1,2,Jabari Parker,Duke,310,8535,4380,1703,610,0.494,0.326,0.743,27.5,14.1,5.5,2.0,13.8,MIL
2014,2,31,Damien Inglis,Out US,20,156,36,31,10,0.351,0.231,0.875,7.8,1.8,1.6,0.5,-0.1,MIL
2014,2,36,Johnny O'Bryant,LSU,147,1684,509,352,69,0.402,0.36,0.663,11.5,3.5,2.4,0.5,0.2,MIL
2014,2,48,Lamar Patterson,Pitt,40,435,93,57,45,0.326,0.236,0.72,10.9,2.3,1.4,1.1,0.1,MIL
2013,1,15,Giannis Antetokounmpo,Out US,792,25945,18502,7732,3855,0.545,0.286,0.702,32.8,23.4,9.8,4.9,109.3,MIL
2013,2,43,Ricky Ledo,Providence,28,277,109,38,21,0.336,0.371,0.769,9.9,3.9,1.4,0.8,-0.6,MIL
2012,1,14,John Henson,UNC,445,8752,3383,2368,496,0.54,0.25,0.568,19.7,7.6,5.3,1.1,20.7,MIL
2012,2,42,Doron Lamb,Kentucky,100,1272,345,95,75,0.381,0.394,0.7,12.7,3.5,1.0,0.8,0.1,MIL
2011,1,10,Jimmer Fredette,BYU,241,3213,1438,243,331,0.409,0.372,0.879,13.3,6.0,1.0,1.4,2.2,MIL
2011,2,40,Jon Leuer,Wisconsin,377,5945,2395,1426,301,0.484,0.328,0.767,15.8,6.4,3.8,0.8,13.2,MIL
2010,1,15,Larry Sanders,VCU,238,4635,1520,1345,174,0.48,0.0,0.553,19.5,6.4,5.7,0.7,10.3,MIL
2010,2,37,Darington Hobson,New Mexico,5,39,4,3,6,0.154,0.0,0.0,7.8,0.8,0.6,1.2,-0.2,MIL
2010,2,44,Jerome Jordan,Tulsa,65,491,180,132,17,0.528,0.0,0.852,7.6,2.8,2.0,0.3,1.7,MIL
2009,1,10,Brandon Jennings,Out US,555,16844,7801,1659,3151,0.387,0.345,0.796,30.3,14.1,3.0,5.7,29.9,MIL
2009,2,41,Jodie Meeks,Kentucky,539,12110,4988,1120,583,0.42,0.373,0.879,22.5,9.3,2.1,1.1,24.3,MIL
2008,1,8,Joe Alexander,West Virginia,67,745,282,120,44,0.41,0.34,0.698,11.1,4.2,1.8,0.7,0.5,MIL
2008,2,37,Luc Mbah a Moute,UCLA,689,16038,4380,2800,588,0.454,0.334,0.659,23.3,6.4,4.1,0.9,26.0,MIL
2007,1,6,Yi Jianlian,Out US,272,6038,2148,1339,192,0.404,0.333,0.78,22.2,7.9,4.9,0.7,3.1,MIL
2007,2,56,Ramon Sessions,Nevada,691,16119,7141,1840,2807,0.434,0.316,0.791,23.3,10.3,2.7,4.1,28.8,MIL
2006,2,39,David Noel,UNC,68,792,184,123,65,0.367,0.321,0.86,11.6,2.7,1.8,1.0,0.4,MIL
2005,1,1,Andrew Bogut,Utah,706,19862,6808,6112,1546,0.535,0.12,0.557,28.1,9.6,8.7,2.2,50.6,MIL
2005,2,36,Ersan İlyasova,Out US,825,18957,8364,4661,908,0.443,0.367,0.777,23.0,10.1,5.6,1.1,48.8,MIL
2003,1,8,T.J. Ford,Texas,429,11882,4797,1331,2495,0.433,0.289,0.815,27.7,11.2,3.1,5.8,16.9,MIL
2003,2,43,Keith Bogans,Kentucky,671,14527,4257,1817,866,0.394,0.353,0.716,21.6,6.3,2.7,1.3,20.4,MIL
2002,1,13,Marcus Haislip,Tennessee,89,854,311,131,16,0.437,0.35,0.659,9.6,3.5,1.5,0.2,0.5,MIL
2002,2,34,Dan Gadzuric,UCLA,527,7793,2465,2326,196,0.5,0.0,0.498,14.8,4.7,4.4,0.4,15.8,MIL
2002,2,42,Ronald Murray,Shaw,487,11077,4817,1006,1096,0.414,0.304,0.725,22.7,9.9,2.1,2.3,8.5,MIL
2002,2,48,Chris Owens,Texas,1,6,4,1,0,0.667,0.0,0.0,6.0,4.0,1.0,0.0,0.0,MIL
2000,1,15,Jason Collier,Georgia Tech,151,2178,841,443,51,0.455,0.35,0.738,14.4,5.6,2.9,0.3,1.9,MIL
2000,2,43,Michael Redd,Ohio State,629,20104,11972,2411,1338,0.447,0.38,0.838,32.0,19.0,3.8,2.1,55.9,MIL
2000,2,49,Jason Hart,Syracuse,341,5289,1623,567,774,0.417,0.315,0.788,15.5,4.8,1.7,2.3,8.6,MIL
1998,1,9,Dirk Nowitzki,Out US,1522,51368,31560,11489,3651,0.471,0.38,0.879,33.8,20.7,7.5,2.4,206.3,MIL
1998,1,19,Pat Garrity,Notre Dame,552,11062,4017,1457,443,0.417,0.398,0.806,20.0,7.3,2.6,0.8,18.7,MIL
1998,2,39,Rafer Alston,Fresno State,671,19392,6799,1891,3202,0.383,0.354,0.729,28.9,10.1,2.8,4.8,32.9,MIL
1997,1,10,Danny Fortson,Cincinnati,440,8832,3615,3184,301,0.472,0.167,0.785,20.1,8.2,7.2,0.7,22.3,MIL
1997,2,39,Jerald Honeycutt,Tulane,54,632,275,105,36,0.391,0.362,0.632,11.7,5.1,1.9,0.7,0.3,MIL
1996,1,4,Stephon Marbury,Georgia Tech,846,31891,16297,2516,6471,0.433,0.325,0.784,37.7,19.3,3.0,7.6,77.5,MIL
1996,2,33,Moochie Norris,University of West Florida,445,7640,2272,868,1233,0.401,0.286,0.74,17.2,5.1,2.0,2.8,10.0,MIL
1996,2,53,Jeff Nordgaard,Green Bay,13,48,18,14,3,0.278,0.0,0.889,3.7,1.4,1.1,0.2,0.0,MIL
1995,1,11,Gary Trent,Ohio University,506,9866,4366,2276,504,0.501,0.08,0.643,19.5,8.6,4.5,1.0,23.2,MIL
1995,2,43,Eric Snow,Michigan State,846,23132,5791,2141,4245,0.424,0.208,0.763,27.3,6.8,2.5,5.0,43.4,MIL
1994,1,1,Glenn Robinson,Purdue,688,25346,14234,4189,1879,0.459,0.34,0.82,36.8,20.7,6.1,2.7,39.8,MIL
1994,1,18,Eric Mobley,Pitt,113,1570,440,351,57,0.541,0.75,0.475,13.9,3.9,3.1,0.5,1.1,MIL
1994,2,46,Voshon Lenard,Minnesota,565,15349,6745,1609,1180,0.415,0.384,0.787,27.2,11.9,2.8,2.1,29.6,MIL
1993,1,8,Vin Baker,University of Hartford,791,25737,11839,5867,1509,0.485,0.215,0.638,32.5,15.0,7.4,1.9,47.0,MIL
1992,1,8,Todd Day,Arkansas,483,12214,5917,1649,713,0.406,0.345,0.739,25.3,12.3,3.4,1.5,17.5,MIL
1992,1,23,Lee Mayberry,Arkansas,496,10337,2546,642,1767,0.415,0.377,0.659,20.8,5.1,1.3,3.6,7.9,MIL
1991,1,18,Kevin Brooks,Louisiana,126,1031,417,141,48,0.401,0.2,0.859,8.2,3.3,1.1,0.4,-0.1,MIL
1991,2,45,Bobby Phills,Southern University and A&M College,467,13426,5153,1469,1246,0.443,0.39,0.738,28.7,11.0,3.1,2.7,27.2,MIL
1990,1,16,Terry Mills,Michigan,678,16422,7175,3680,891,0.457,0.384,0.781,24.2,10.6,5.4,1.3,33.3,MIL
1990,2,44,Steve Henson,Kansas State,238,2282,739,176,465,0.403,0.432,0.869,9.6,3.1,0.7,2.0,3.8,MIL
1989,2,30,Frank Kornet,Vanderbilt,89,595,171,95,30,0.369,0.263,0.596,6.7,1.9,1.1,0.3,0.0,MIL
1988,1,13,Jeff Grayer,Iowa State,438,8277,3257,1294,635,0.457,0.255,0.663,18.9,7.4,3.0,1.4,9.0,MIL
1988,2,39,Tito Horford,Miami (FL),63,376,93,84,5,0.3,0.0,0.628,6.0,1.5,1.3,0.1,-0.5,MIL
1987,2,32,Bob McCann,Morehead State University,178,2385,739,468,104,0.479,0.2,0.577,13.4,4.2,2.6,0.6,2.0,MIL
1987,2,40,Winston Garland,Missouri State,511,13391,4799,1433,2421,0.43,0.281,0.83,26.2,9.4,2.8,4.7,14.2,MIL
1986,1,22,Scott Skiles,Michigan State,600,16789,6652,1526,3881,0.435,0.379,0.889,28.0,11.1,2.5,6.5,30.4,MIL
1986,2,45,Keith Smith,Loyola Marymount,42,461,138,32,43,0.38,0.333,0.75,11.0,3.3,0.8,1.0,0.0,MIL
1985,1,22,Jerry Reynolds,LSU,443,8379,4036,1317,904,0.418,0.226,0.749,18.9,9.1,3.0,2.0,10.5,MIL
1985,4,91,Cozell McQueen,NC State,3,7,6,8,0,1.0,0.0,0.0,2.3,2.0,2.7,0.0,0.1,MIL
1985,7,160,Mario Elie,American International College,732,18654,6265,2017,1875,0.473,0.365,0.854,25.5,8.6,2.8,2.6,48.9,MIL
1984,1,21,Kenny Fields,UCLA,184,2692,1140,464,188,0.474,0.188,0.733,14.6,6.2,2.5,1.0,4.2,MIL
1984,6,120,McKinley Singleton,UAB,2,10,4,0,1,0.667,0.0,0.0,5.0,2.0,0.0,0.5,0.0,MIL
1983,1,18,Randy Breuer,Minnesota,681,12499,4599,2986,616,0.467,0.0,0.628,18.4,6.8,4.4,0.9,20.9,MIL
1982,1,20,Paul Pressey,Tulsa,724,19659,7664,2798,3715,0.485,0.222,0.749,27.2,10.6,3.9,5.1,49.0,MIL
1982,2,27,Fred Roberts,BYU,818,14703,5962,2308,977,0.502,0.325,0.796,18.0,7.3,2.8,1.2,26.2,MIL
1981,1,21,Alton Lister,Arizona State,953,18965,6298,5996,914,0.512,0.111,0.597,19.9,6.6,6.3,1.0,36.6,MIL
1979,1,5,Sidney Moncrief,Arkansas,767,23150,11931,3575,2793,0.502,0.284,0.831,30.2,15.6,4.7,3.6,90.3,MIL
1979,2,31,Edgar Jones,Nevada,363,6960,3257,1745,331,0.506,0.262,0.71,19.2,9.0,4.8,0.9,15.0,MIL
1978,1,12,George Johnson,St. John's,464,9878,4214,2610,817,0.463,0.0,0.779,21.3,9.1,5.6,1.8,14.1,MIL
1978,3,59,Pat Cummings,Cincinnati,683,14516,6529,3825,807,0.497,0.0,0.737,21.3,9.6,5.6,1.2,22.6,MIL
1978,4,80,Otis Howard,Austin Peay State University,14,113,59,41,5,0.429,0.0,0.478,8.1,4.2,2.9,0.4,0.2,MIL
1978,7,146,Kim Anderson,Missouri,21,224,63,45,15,0.312,0.0,0.536,10.7,3.0,2.1,0.7,-0.4,MIL
1977,1,1,Kent Benson,Indiana,680,15719,6168,3881,1203,0.493,0.0,0.757,23.1,9.1,5.7,1.8,33.6,MIL
1977,1,3,Marques Johnson,UCLA,691,23694,13892,4817,2502,0.518,0.0,0.739,34.3,20.1,7.0,3.6,79.8,MIL
