Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,OWS,DWS,WS,Season,Salary,Team
Peyton Watson,SF,21.0,80.0,1488.0,208.0,447.0,0.465,45.0,152.0,0.296,163.0,295.0,0.553,71.0,106.0,0.67,56.0,202.0,258.0,86.0,42.0,88.0,58.0,143.0,532.0,0.3,2.2,2.5,2023-24,2303520.0,DEN
Victor Wembanyama,C,20.0,71.0,2106.0,551.0,1186.0,0.465,128.0,394.0,0.325,423.0,792.0,0.534,292.0,367.0,0.796,161.0,594.0,755.0,274.0,88.0,254.0,260.0,153.0,1522.0,-0.7,4.4,3.7,2023-24,12160680.0,SAS
Blake Wesley,SG,20.0,61.0,876.0,102.0,215.0,0.474,12.0,55.0,0.218,90.0,160.0,0.563,52.0,78.0,0.667,18.0,76.0,94.0,166.0,29.0,9.0,55.0,89.0,268.0,0.3,0.6,0.9,2023-24,2504640.0,SAS
Russell Westbrook,PG,35.0,68.0,1529.0,301.0,663.0,0.454,42.0,154.0,0.273,259.0,509.0,0.509,110.0,160.0,0.688,93.0,250.0,343.0,306.0,74.0,23.0,144.0,121.0,754.0,0.2,1.9,2.1,2023-24,3835738.0,LAC
Coby White,PG,23.0,79.0,2881.0,541.0,1209.0,0.447,209.0,556.0,0.376,332.0,653.0,0.508,218.0,260.0,0.838,44.0,314.0,358.0,405.0,53.0,18.0,166.0,186.0,1509.0,3.1,1.6,4.7,2023-24,11111111.0,CHI
Derrick White,SG,29.0,73.0,2381.0,387.0,839.0,0.461,196.0,495.0,0.396,191.0,344.0,0.555,137.0,152.0,0.901,51.0,259.0,310.0,377.0,74.0,87.0,112.0,152.0,1107.0,5.2,3.3,8.5,2023-24,18357143.0,BOS
Jack White,SF,26.0,4.0,64.0,2.0,16.0,0.125,2.0,10.0,0.2,0.0,6.0,0.0,0.0,0.0,0.0,4.0,8.0,12.0,1.0,4.0,1.0,2.0,3.0,6.0,-0.2,0.1,-0.1,2023-24,600000.0,OKC
Cam Whitmore,SF,19.0,47.0,880.0,212.0,467.0,0.454,79.0,220.0,0.359,133.0,247.0,0.538,76.0,112.0,0.679,44.0,136.0,180.0,33.0,30.0,17.0,46.0,64.0,579.0,0.4,1.1,1.5,2023-24,3218160.0,HOU
Aaron Wiggins,SG,25.0,78.0,1228.0,212.0,377.0,0.562,62.0,126.0,0.492,150.0,251.0,0.598,56.0,71.0,0.789,60.0,126.0,186.0,86.0,56.0,19.0,56.0,91.0,542.0,2.1,1.6,3.7,2023-24,1836096.0,OKC
Andrew Wiggins,SF,28.0,71.0,1920.0,353.0,780.0,0.453,91.0,254.0,0.358,262.0,526.0,0.498,142.0,189.0,0.751,108.0,213.0,321.0,119.0,42.0,41.0,87.0,147.0,939.0,1.2,1.6,2.8,2023-24,24330357.0,GSW
Grant Williams,PF,25.0,76.0,2130.0,276.0,605.0,0.456,126.0,336.0,0.375,150.0,269.0,0.558,106.0,140.0,0.757,86.0,232.0,318.0,174.0,44.0,39.0,109.0,226.0,784.0,1.3,1.3,2.6,2023-24,12405000.0,CHO
Jalen Williams,PF,22.0,71.0,2223.0,536.0,993.0,0.54,103.0,241.0,0.427,433.0,752.0,0.576,180.0,221.0,0.814,37.0,245.0,282.0,322.0,80.0,45.0,123.0,175.0,1355.0,4.5,2.7,7.3,2023-24,4558680.0,OKC
Jaylin Williams,C,21.0,69.0,897.0,95.0,228.0,0.417,53.0,144.0,0.368,42.0,84.0,0.5,33.0,41.0,0.805,36.0,198.0,234.0,110.0,28.0,27.0,34.0,98.0,276.0,1.0,1.5,2.4,2023-24,2000000.0,OKC
Kenrich Williams,PF,29.0,69.0,1029.0,131.0,280.0,0.468,56.0,141.0,0.397,75.0,139.0,0.54,7.0,14.0,0.5,61.0,148.0,209.0,93.0,38.0,9.0,32.0,101.0,325.0,1.1,1.3,2.5,2023-24,6175000.0,OKC
Malik Williams,C,25.0,7.0,107.0,9.0,34.0,0.265,1.0,5.0,0.2,8.0,29.0,0.276,0.0,2.0,0.0,15.0,23.0,38.0,2.0,3.0,4.0,3.0,15.0,19.0,-0.3,0.1,-0.2,2023-24,77212.0,TOR
Malik Williams,C,25.0,7.0,107.0,9.0,34.0,0.265,1.0,5.0,0.2,8.0,29.0,0.276,0.0,2.0,0.0,15.0,23.0,38.0,2.0,3.0,4.0,3.0,15.0,19.0,-0.3,0.1,-0.2,2023-24,77212.0,TOR
Mark Williams,C,22.0,19.0,508.0,98.0,151.0,0.649,0.0,0.0,0.0,98.0,151.0,0.649,46.0,64.0,0.719,76.0,108.0,184.0,22.0,16.0,20.0,17.0,50.0,242.0,1.6,0.5,2.1,2023-24,3908160.0,CHO
Patrick Williams,PF,22.0,43.0,1174.0,159.0,359.0,0.443,59.0,148.0,0.399,100.0,211.0,0.474,52.0,66.0,0.788,46.0,120.0,166.0,66.0,40.0,33.0,57.0,87.0,429.0,0.1,1.0,1.2,2023-24,9835881.0,CHI
Robert Williams,C,26.0,6.0,119.0,17.0,26.0,0.654,0.0,0.0,0.0,17.0,26.0,0.654,7.0,9.0,0.778,11.0,27.0,38.0,5.0,7.0,7.0,7.0,17.0,41.0,0.2,0.2,0.4,2023-24,11571429.0,POR
Vince Williams Jr.,SG,23.0,52.0,1436.0,169.0,379.0,0.446,79.0,209.0,0.378,90.0,170.0,0.529,104.0,130.0,0.8,59.0,231.0,290.0,175.0,47.0,34.0,92.0,135.0,521.0,1.1,1.7,2.8,2023-24,2232308.0,MEM
Ziaire Williams,SF,22.0,51.0,1038.0,150.0,378.0,0.397,58.0,189.0,0.307,92.0,189.0,0.487,62.0,75.0,0.827,35.0,145.0,180.0,75.0,36.0,9.0,66.0,85.0,420.0,-0.9,1.1,0.2,2023-24,4810200.0,MEM
Zion Williamson,PF,23.0,70.0,2207.0,624.0,1094.0,0.57,6.0,18.0,0.333,618.0,1076.0,0.574,347.0,494.0,0.702,122.0,284.0,406.0,352.0,77.0,47.0,193.0,159.0,1601.0,4.7,2.8,7.5,2023-24,34005250.0,NOP
Jalen Wilson,PF,23.0,43.0,664.0,76.0,179.0,0.425,24.0,74.0,0.324,52.0,105.0,0.495,38.0,46.0,0.826,47.0,84.0,131.0,45.0,11.0,4.0,19.0,48.0,214.0,0.6,0.4,1.1,2023-24,850000.0,BRK
Dylan Windler,SF,27.0,17.0,108.0,15.0,30.0,0.5,13.0,27.0,0.481,2.0,3.0,0.667,0.0,0.0,0.0,3.0,13.0,16.0,10.0,2.0,0.0,2.0,6.0,43.0,0.3,0.0,0.3,2023-24,2019706.0,NYK
James Wiseman,C,22.0,63.0,1091.0,187.0,305.0,0.613,0.0,2.0,0.0,187.0,303.0,0.617,72.0,102.0,0.706,110.0,226.0,336.0,54.0,12.0,39.0,66.0,141.0,446.0,1.3,0.8,2.1,2023-24,12119440.0,DET
Christian Wood,PF,28.0,50.0,872.0,123.0,264.0,0.466,35.0,114.0,0.307,88.0,150.0,0.587,66.0,94.0,0.702,39.0,215.0,254.0,49.0,16.0,33.0,50.0,72.0,347.0,0.0,1.1,1.2,2023-24,2709849.0,LAL
Delon Wright,PG,31.0,47.0,742.0,74.0,188.0,0.394,25.0,68.0,0.368,49.0,120.0,0.408,37.0,45.0,0.822,19.0,67.0,86.0,119.0,54.0,11.0,14.0,32.0,210.0,0.8,0.9,1.7,2023-24,8856750.0,WAS
Delon Wright,PG,31.0,47.0,742.0,74.0,188.0,0.394,25.0,68.0,0.368,49.0,120.0,0.408,37.0,45.0,0.822,19.0,67.0,86.0,119.0,54.0,11.0,14.0,32.0,210.0,0.8,0.9,1.7,2023-24,8856750.0,MIA
Thaddeus Young,PF,35.0,33.0,439.0,65.0,108.0,0.602,1.0,7.0,0.143,64.0,101.0,0.634,6.0,15.0,0.4,46.0,57.0,103.0,57.0,23.0,5.0,15.0,49.0,137.0,0.9,0.4,1.3,2023-24,8638413.0,BRK
Thaddeus Young,PF,35.0,33.0,439.0,65.0,108.0,0.602,1.0,7.0,0.143,64.0,101.0,0.634,6.0,15.0,0.4,46.0,57.0,103.0,57.0,23.0,5.0,15.0,49.0,137.0,0.9,0.4,1.3,2023-24,8638413.0,PHO
Trae Young,PG,25.0,54.0,1942.0,433.0,1008.0,0.43,175.0,469.0,0.373,258.0,539.0,0.479,348.0,407.0,0.855,23.0,126.0,149.0,583.0,72.0,11.0,235.0,109.0,1389.0,4.0,0.6,4.6,2023-24,40064220.0,ATL
Omer Yurtseven,C,25.0,48.0,545.0,99.0,184.0,0.538,5.0,24.0,0.208,94.0,160.0,0.588,19.0,28.0,0.679,72.0,136.0,208.0,29.0,8.0,18.0,37.0,52.0,222.0,0.3,0.4,0.7,2023-24,2800000.0,UTA
Cody Zeller,C,31.0,43.0,320.0,26.0,62.0,0.419,1.0,3.0,0.333,25.0,59.0,0.424,23.0,38.0,0.605,48.0,64.0,112.0,39.0,9.0,5.0,16.0,45.0,76.0,0.4,0.4,0.8,2023-24,2019706.0,NOP
Ivica Zubac,C,26.0,68.0,1794.0,337.0,519.0,0.649,0.0,0.0,0.0,337.0,519.0,0.649,120.0,166.0,0.723,196.0,430.0,626.0,93.0,22.0,83.0,79.0,180.0,794.0,4.5,2.3,6.8,2023-24,10933333.0,LAC
